Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
11/07/2021,305,5,19,64,79,73,45,24,12,5,3,0,162,143,0,42,12,70,101,20,60,0,0,0,0,1,1,2,1,0,2,3,0,3,0,2,0,0,0,1,2,0,7,2,3,3,1,0,11,8,0,7,0,10,2,0,0
10/17/2022,466,2,29,90,77,67,60,56,57,39,20,0,262,204,0,126,30,122,118,18,52,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,0,2,1,1,5,8,6,6,0,17,12,0,4,1,13,11,0,0
07/28/2022,878,1,46,125,182,171,118,114,94,48,26,0,506,369,3,181,50,310,166,52,119,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4,6,1,3,6,12,3,11,0,27,19,0,10,2,19,13,2,0
08/06/2022,537,1,44,83,95,90,77,77,48,42,25,0,291,245,1,154,35,120,123,32,73,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,2,2,8,6,2,8,14,0,19,25,0,11,0,21,11,0,1
09/19/2020,170,2,18,11,49,41,23,24,16,2,4,0,89,81,0,68,4,20,51,13,14,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,2,1,1,1,4,4,2,3,0,11,7,0,9,0,6,2,1,0
05/24/2022,1319,0,25,327,278,273,158,123,85,50,25,0,755,559,5,259,118,249,449,70,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,4,5,5,0,15,10,0,3,1,9,10,2,0
06/01/2021,128,5,23,29,23,25,26,16,5,4,0,0,74,54,0,30,4,53,27,1,13,0,0,0,1,1,2,1,0,0,2,3,0,2,0,3,0,0,0,3,1,2,4,3,3,4,3,0,10,13,0,5,0,14,4,0,0
09/13/2021,554,7,41,129,127,120,64,46,35,24,9,0,278,276,0,104,22,172,127,49,80,0,0,2,1,0,3,1,0,0,1,6,0,4,0,2,1,0,0,2,3,4,5,10,7,5,5,0,26,15,0,7,0,25,8,0,1
08/30/2022,776,0,35,198,129,112,106,83,66,47,35,0,475,298,3,208,39,225,183,43,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,4,5,5,10,0,19,16,0,5,1,20,8,1,0
06/22/2020,218,9,31,23,60,34,38,26,19,15,3,0,113,105,0,110,3,48,32,5,20,0,1,0,0,2,3,1,2,0,5,4,0,7,0,1,1,0,0,1,4,6,3,6,4,4,3,0,15,16,0,15,0,13,3,0,0
05/09/2021,166,9,49,28,28,37,21,20,15,10,7,0,87,79,0,52,2,70,27,4,11,0,0,0,1,2,2,4,0,0,4,5,0,3,0,4,2,0,0,0,4,10,12,4,8,5,6,0,23,26,0,14,0,29,3,3,0
05/03/2020,464,45,134,10,95,78,76,81,66,31,27,0,214,250,0,234,9,119,49,16,37,0,0,0,2,4,13,13,13,0,20,25,0,20,0,16,9,0,0,2,9,17,15,27,22,20,22,0,60,74,0,66,1,40,18,8,1
11/15/2021,692,5,35,194,121,145,100,66,35,20,11,0,347,339,6,109,11,175,219,56,122,0,0,0,0,0,2,1,2,0,4,1,0,1,0,2,2,0,0,1,4,4,4,4,8,4,6,0,19,16,0,6,2,17,8,1,1
10/11/2021,320,4,20,72,65,64,39,40,21,15,4,0,181,139,0,46,9,72,125,29,39,0,1,0,0,1,0,1,1,0,1,3,0,0,0,3,1,0,0,0,0,3,0,7,6,2,2,0,14,6,0,5,1,8,6,0,0
01/18/2023,463,1,35,153,62,56,53,55,35,30,19,0,252,210,1,154,14,152,91,19,33,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,1,1,8,5,10,7,0,16,19,0,5,2,23,3,0,2
07/02/2021,54,1,6,5,11,10,12,6,7,3,0,0,32,22,0,10,2,14,19,5,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,6,0,0,0,0,6,0,0,0
11/17/2020,2462,21,142,266,586,490,390,344,227,104,55,0,1272,1181,9,998,77,429,549,102,307,0,0,0,0,4,10,3,4,0,7,14,0,10,1,6,4,0,0,3,8,11,13,21,38,32,16,0,65,77,0,47,6,57,22,6,4
03/24/2022,244,1,5,44,67,62,32,12,16,7,4,0,130,110,4,33,16,17,114,19,45,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,1,0,0,2,3,0,1,0,2,2,0,0
08/20/2021,564,3,32,88,143,133,79,51,36,23,11,0,284,278,2,123,24,127,189,22,79,0,0,1,0,1,0,1,0,0,1,2,0,0,0,2,1,0,0,0,3,3,8,6,4,5,3,0,14,18,0,7,0,21,3,1,0
05/07/2022,691,0,18,125,125,160,108,77,61,17,18,0,382,306,3,136,66,108,243,50,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,3,4,4,0,10,8,0,2,0,9,7,0,0
01/29/2023,160,1,22,31,34,19,24,13,22,11,6,0,88,72,0,48,3,51,45,4,9,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,3,2,2,6,3,2,3,0,12,10,0,5,1,9,6,1,0
05/31/2021,45,2,18,4,8,10,8,4,5,2,4,0,23,22,0,11,1,19,8,3,3,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,2,1,0,3,4,3,3,2,0,12,6,0,1,0,13,3,0,1
05/16/2020,514,28,102,35,106,87,93,77,59,35,22,0,278,232,4,246,13,108,66,13,68,0,0,1,3,0,6,4,14,0,8,20,0,9,1,12,6,0,0,2,12,5,13,20,17,16,17,0,52,50,0,41,4,33,16,2,6
06/26/2022,450,3,32,71,71,99,76,66,33,20,14,0,259,190,1,96,27,98,130,30,69,0,0,1,0,1,0,0,1,0,3,0,0,0,0,2,1,0,0,4,3,2,3,4,6,4,6,0,11,21,0,7,1,14,7,2,1
06/25/2022,515,1,30,67,99,82,90,70,64,28,15,0,288,217,10,107,38,120,140,22,88,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,3,5,6,2,6,0,16,14,0,5,1,15,9,0,0
07/24/2020,346,3,25,38,102,77,47,39,21,11,11,0,195,149,2,139,12,82,77,11,25,0,0,1,0,1,1,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,6,3,4,2,5,0,13,12,0,8,1,12,4,0,0
07/10/2022,523,1,39,75,106,100,88,60,50,31,13,0,300,223,0,144,49,118,132,21,59,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,3,3,3,8,4,7,9,0,26,13,0,11,2,14,11,0,1
08/18/2021,556,3,26,75,153,122,80,59,39,20,8,0,274,281,1,124,22,136,172,21,81,0,0,0,0,1,1,0,1,0,0,3,0,0,0,2,1,0,0,1,2,4,4,1,8,3,3,0,16,10,0,4,0,13,9,0,0
08/12/2022,646,0,44,88,133,102,80,100,79,40,24,0,357,285,4,173,35,171,139,38,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,6,11,9,7,0,20,24,0,7,0,24,10,3,0
01/13/2023,348,5,29,71,50,52,37,47,42,30,19,0,199,148,1,110,17,95,87,8,31,0,0,0,0,0,2,1,2,0,2,3,0,0,0,1,3,1,0,0,1,1,0,4,8,6,9,0,15,14,0,3,3,9,13,1,0
01/06/2022,5763,38,252,979,1235,1101,808,716,491,247,182,4,3083,2673,7,1405,272,1174,1340,386,1186,0,1,0,3,8,5,8,13,0,22,16,0,7,2,19,10,0,0,8,23,17,24,37,49,41,53,0,135,117,0,56,6,129,56,3,2
07/10/2020,344,6,28,35,120,73,51,24,18,18,5,0,168,174,2,105,7,108,75,11,38,0,0,0,0,2,1,2,1,0,1,5,0,3,0,2,1,0,0,0,3,3,0,5,3,10,4,0,13,15,0,6,0,17,5,0,0
10/27/2021,385,3,22,99,80,66,53,41,28,11,7,0,197,188,0,69,14,104,117,31,50,0,0,0,0,1,0,0,2,0,1,2,0,0,0,0,3,0,0,1,4,2,2,3,3,2,5,0,10,12,0,3,0,11,6,2,0
05/09/2020,520,53,100,33,104,100,98,90,54,28,13,0,263,255,2,282,15,100,46,12,65,0,1,0,4,6,6,11,25,0,24,29,0,26,3,15,8,1,0,1,8,11,12,19,17,20,12,0,51,49,0,46,1,31,14,5,3
06/18/2022,546,2,30,66,95,125,85,72,56,32,15,0,319,224,3,120,37,136,144,26,83,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,1,0,4,1,5,6,5,8,0,20,10,0,3,2,13,9,1,2
01/02/2021,1114,21,65,126,277,209,191,146,87,51,27,0,591,521,2,464,36,160,313,55,86,0,1,0,1,1,3,6,9,0,4,17,0,7,3,5,6,0,0,0,7,5,7,10,15,12,9,0,26,39,0,15,4,29,13,3,1
04/19/2023,163,0,12,47,21,20,17,22,14,8,14,0,100,63,0,40,11,64,33,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,5,0,9,3,0,5,1,3,2,1,0
12/28/2020,1665,18,79,202,367,360,217,243,170,66,40,0,845,814,6,676,75,292,360,77,185,0,0,0,0,3,2,7,6,0,6,12,0,7,1,4,6,0,0,2,3,1,7,18,14,20,14,0,38,41,0,22,4,30,20,3,0
03/12/2021,349,9,14,52,93,79,49,46,18,6,6,0,202,147,0,98,13,73,117,13,35,0,0,1,1,3,1,1,2,0,4,5,0,3,0,5,1,0,0,1,3,0,4,2,1,2,1,0,9,5,0,5,0,6,2,1,0
06/04/2020,319,15,30,27,91,63,54,40,26,10,8,0,160,158,1,172,8,75,29,7,28,0,0,2,1,0,6,4,2,0,6,9,0,6,1,8,0,0,0,0,5,1,6,4,10,3,1,0,16,14,0,13,1,10,5,0,1
12/05/2021,511,8,63,106,96,90,81,60,47,19,12,0,262,247,2,96,18,117,151,56,73,0,1,0,0,2,1,1,3,0,3,5,0,1,0,3,4,0,0,1,2,7,6,10,10,16,11,0,29,34,0,11,2,25,21,1,3
07/22/2020,364,4,33,39,122,82,56,28,22,13,2,0,190,172,2,137,9,82,102,10,24,0,0,0,0,1,0,1,2,0,1,3,0,1,0,1,2,0,0,3,3,6,5,1,6,7,2,0,19,14,0,12,1,15,4,1,0
03/25/2022,240,1,9,52,48,59,26,22,16,13,4,0,125,112,3,37,20,35,97,15,36,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,2,3,0,4,5,0,0,1,4,4,0,0
04/07/2021,840,3,58,136,249,187,112,80,45,15,16,0,441,399,0,209,42,219,256,16,98,0,0,0,0,1,0,1,1,0,2,1,0,2,0,0,1,0,0,4,3,4,7,12,8,7,13,0,33,25,0,13,2,34,6,3,0
05/28/2022,613,2,32,91,114,132,94,66,55,40,21,0,349,264,0,141,42,101,202,38,89,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,1,0,1,3,4,2,2,4,7,9,0,22,10,0,5,1,14,10,1,1
04/14/2020,666,33,166,16,102,121,122,126,78,51,50,0,356,310,0,254,26,216,102,28,40,0,1,2,1,3,5,9,12,0,11,22,0,8,2,13,10,0,0,3,7,13,19,37,30,29,28,0,71,95,0,58,3,70,27,7,1
12/10/2020,1703,19,113,227,364,328,281,230,161,64,48,0,901,791,11,740,61,305,342,62,193,0,0,0,1,2,5,3,8,0,4,15,0,8,2,4,5,0,0,5,11,10,12,15,19,22,19,0,57,56,0,34,1,47,25,2,4
06/06/2022,1142,0,30,259,200,228,141,138,98,52,26,0,658,480,4,270,95,243,304,64,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,0,7,8,6,0,23,7,0,3,2,12,11,1,1
11/30/2022,686,0,53,111,117,122,80,92,78,61,25,0,402,280,4,193,27,207,156,26,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,1,8,10,11,9,0,32,21,0,11,4,24,12,2,0
02/27/2022,94,7,7,19,18,18,11,11,9,6,2,0,47,46,1,16,10,13,36,3,16,0,0,0,0,0,1,1,5,0,1,6,0,1,1,2,2,1,0,0,3,0,0,1,0,1,2,0,6,1,0,2,0,3,2,0,0
10/16/2022,176,0,16,22,29,27,22,26,25,13,11,1,107,69,0,29,10,42,60,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,6,4,2,0,9,7,0,3,1,4,5,1,2
12/14/2021,2807,14,96,516,879,641,357,215,133,43,21,2,1492,1307,8,364,58,802,842,204,537,0,0,1,2,3,3,1,4,0,10,4,0,4,0,4,6,0,0,5,16,12,12,9,21,13,8,0,50,46,0,16,0,55,18,6,1
12/21/2020,1463,26,94,172,299,270,272,192,115,84,59,0,734,723,6,530,69,277,356,64,167,0,0,0,1,2,5,8,10,0,14,12,0,9,1,10,6,0,0,1,5,6,8,21,13,19,21,0,44,50,0,24,4,38,22,1,5
11/09/2021,649,5,28,180,129,127,75,60,42,23,13,0,331,314,4,98,26,207,179,42,97,0,0,0,0,0,3,1,1,0,2,3,0,1,1,1,2,0,0,0,3,5,3,2,7,3,5,0,17,11,0,2,1,16,8,0,1
01/09/2021,781,17,56,97,217,142,101,106,70,34,13,1,405,376,0,275,29,142,233,27,75,0,0,0,1,1,3,3,9,0,7,10,0,4,1,6,6,0,0,0,4,3,5,5,16,11,11,1,28,28,0,17,1,22,16,0,0
11/20/2022,262,0,31,30,37,47,29,43,27,33,16,0,154,108,0,53,10,86,76,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,4,13,6,0,16,15,0,4,1,16,6,4,0
03/12/2022,86,1,4,15,14,17,14,11,5,8,2,0,50,36,0,17,7,18,25,4,15,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,2,0,2,0,2,0,0,0
06/19/2022,480,1,28,64,96,112,75,52,43,20,18,0,280,199,1,85,43,113,154,19,66,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,2,4,3,4,5,8,0,18,10,0,4,4,16,3,1,0
01/01/2023,151,3,38,17,20,24,16,22,21,19,12,0,81,70,0,39,6,46,42,6,12,0,0,0,0,0,1,1,1,0,0,3,0,0,0,1,2,0,0,0,2,7,1,4,13,3,8,0,21,17,0,8,2,16,11,1,0
03/20/2023,328,1,26,79,47,50,36,37,36,25,18,0,182,144,2,100,21,89,75,9,34,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,2,1,4,3,1,5,7,0,15,11,0,6,0,11,9,0,0
04/02/2023,90,0,14,16,16,9,8,13,12,11,5,0,55,35,0,27,6,32,20,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,5,2,2,0,9,5,0,2,0,9,3,0,0
08/14/2020,347,3,26,54,86,64,59,40,26,10,8,0,180,165,2,147,5,72,89,12,22,0,0,0,0,0,1,1,1,0,1,2,0,1,0,2,0,0,0,1,1,2,3,3,7,5,4,0,14,12,0,5,0,16,5,0,0
12/01/2022,622,3,46,123,91,93,74,91,72,40,38,0,345,274,3,143,35,189,124,41,90,0,0,0,0,0,0,1,2,0,1,2,0,1,0,1,1,0,0,4,3,5,5,7,8,9,5,0,24,22,0,10,1,25,9,0,1
05/15/2020,968,49,109,80,186,200,165,136,101,64,36,0,535,427,6,535,14,184,98,31,106,0,0,2,1,7,14,12,13,0,16,33,0,19,0,13,15,2,0,0,14,10,17,12,18,19,19,0,59,50,0,37,2,46,21,1,2
09/02/2022,531,1,45,123,74,86,66,58,55,39,30,0,310,220,1,139,27,166,93,31,75,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,3,2,7,8,12,11,0,24,21,0,3,0,21,18,2,1
12/29/2022,528,3,57,63,87,84,80,63,66,41,44,0,316,209,3,124,32,163,131,13,65,0,0,0,0,1,0,1,1,0,1,2,0,0,0,1,2,0,0,3,2,3,3,8,10,12,16,0,32,25,0,11,3,27,15,1,0
12/11/2020,1670,28,108,235,380,311,266,225,136,79,38,0,863,805,2,652,62,318,358,66,214,0,0,0,0,2,7,9,10,0,11,17,0,9,1,10,6,2,0,2,5,9,9,21,18,32,12,0,52,56,0,36,2,37,27,5,1
05/07/2021,365,11,38,68,91,69,63,41,17,9,7,0,194,171,0,108,13,140,55,7,42,0,0,0,2,1,4,2,2,0,4,7,0,2,0,8,1,0,0,1,2,5,3,11,4,4,8,0,23,15,0,6,1,22,9,0,0
09/09/2021,514,4,38,115,140,104,53,46,33,14,9,0,274,240,0,87,16,147,159,25,80,0,0,0,0,0,1,3,0,0,1,3,0,1,0,0,2,0,1,2,4,6,7,1,6,5,7,0,19,19,0,7,0,22,8,1,0
12/25/2021,1457,19,163,241,339,289,203,165,107,77,36,0,762,688,7,281,57,560,315,109,135,0,0,0,2,1,7,6,3,0,9,10,0,6,0,9,4,0,0,11,22,19,15,24,30,27,15,0,83,80,0,23,3,97,34,6,0
09/24/2020,406,5,21,51,121,87,61,44,27,9,6,0,197,208,1,183,8,39,135,6,35,0,0,0,1,1,1,1,1,0,2,3,0,4,0,1,0,0,0,0,0,2,4,5,6,4,0,0,8,13,0,6,0,7,7,1,0
09/18/2022,194,1,21,33,34,26,25,22,29,21,4,0,113,81,0,64,8,34,65,8,15,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,3,3,1,3,5,4,0,11,10,0,4,0,9,8,0,0
05/28/2021,139,4,22,31,33,18,22,17,8,6,4,0,89,50,0,39,4,61,19,4,12,0,0,0,0,0,2,1,1,0,3,1,0,0,0,4,0,0,0,1,2,1,6,7,1,3,1,0,9,13,0,3,0,15,3,1,0
01/10/2022,4831,31,218,964,958,787,685,626,464,219,128,0,2559,2263,9,1174,246,924,1165,317,1005,0,0,1,2,1,5,10,12,0,14,17,0,6,1,12,12,0,0,7,17,21,15,38,39,35,46,0,120,98,0,56,7,107,42,4,2
01/09/2023,492,0,36,90,60,75,58,68,60,50,31,0,268,222,2,147,27,148,107,20,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,2,9,11,7,0,17,19,0,9,1,15,10,1,0
04/16/2021,656,6,59,109,188,126,94,67,47,13,12,0,377,279,0,178,25,230,139,15,69,0,0,0,0,2,2,0,2,0,2,4,0,1,0,3,1,1,0,0,8,6,7,13,14,7,4,0,37,22,0,11,0,36,8,3,1
01/29/2022,583,17,53,136,99,118,79,49,59,28,15,0,295,286,2,139,42,91,180,28,103,0,0,0,0,2,4,6,5,0,6,11,0,2,1,9,5,0,0,1,3,11,6,9,10,7,6,0,27,26,0,13,1,27,9,3,0
12/11/2022,316,2,45,41,51,62,39,43,33,25,22,0,191,124,1,76,16,98,81,17,28,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,3,4,2,4,6,6,8,12,0,21,24,0,13,2,19,10,1,0
04/07/2023,127,1,14,18,19,16,16,19,22,13,4,0,70,57,0,23,8,43,33,7,13,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,1,1,2,3,3,0,10,4,0,3,1,5,5,0,0
08/31/2021,529,7,44,106,121,102,81,57,32,20,10,0,282,246,1,131,22,141,144,13,78,0,0,0,0,1,3,1,2,0,3,4,0,1,0,5,1,0,0,1,5,7,10,6,7,4,4,0,25,19,0,14,1,20,8,0,1
10/04/2020,152,5,22,19,34,26,20,25,13,12,3,0,63,89,0,41,6,33,53,5,14,0,0,0,0,0,0,1,4,0,3,2,0,1,0,1,3,0,0,0,2,2,0,3,7,7,1,0,10,12,0,2,0,14,5,1,0
06/03/2020,280,21,50,23,61,47,41,44,32,18,14,0,154,126,0,127,3,75,31,16,28,0,2,0,0,0,1,9,9,0,10,11,0,9,0,8,4,0,0,1,7,5,2,4,15,9,7,0,23,27,0,12,0,28,9,0,1
06/28/2021,50,2,11,12,9,9,9,5,3,3,0,0,18,32,0,12,2,20,8,2,6,0,0,0,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,2,1,0,2,1,3,1,0,7,4,0,6,0,5,0,0,0
01/16/2022,1147,30,116,234,209,222,143,153,89,59,38,0,627,518,2,293,71,174,331,74,204,0,0,0,0,3,5,7,15,0,17,13,0,6,2,18,4,0,0,7,7,10,15,25,15,16,21,0,60,56,0,27,5,52,23,5,4
09/07/2022,690,2,32,162,110,92,104,105,55,37,24,1,393,297,0,174,40,211,153,24,88,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,3,4,2,6,4,7,5,0,12,20,0,7,0,17,8,0,0
03/28/2020,248,4,129,2,27,54,36,44,38,28,19,0,138,110,0,38,7,141,44,9,9,0,0,0,0,2,0,1,1,0,1,3,0,1,0,2,1,0,0,1,5,10,18,33,21,22,19,0,67,62,0,22,2,83,16,6,0
04/27/2022,884,0,17,195,226,195,104,65,59,24,16,0,538,344,2,146,87,139,308,57,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,6,3,1,0,8,9,0,1,0,8,8,0,0
09/27/2021,475,6,36,121,101,90,47,56,40,10,10,0,249,225,1,101,13,141,155,23,42,0,0,1,1,0,2,1,1,0,1,5,0,1,1,3,1,0,0,0,3,6,3,10,7,4,3,0,20,16,0,4,2,17,11,1,1
01/02/2022,4155,20,221,936,948,796,586,462,246,114,66,1,2277,1869,9,911,200,796,1152,360,736,1,1,1,1,1,6,5,4,0,10,10,0,5,0,9,5,0,1,10,18,28,16,34,45,34,36,0,104,117,0,48,5,108,49,9,2
08/25/2021,605,6,42,101,149,138,81,69,32,22,13,0,319,286,0,111,15,167,189,25,98,0,0,0,1,2,0,1,2,0,1,5,0,2,0,3,1,0,0,1,7,1,4,10,7,7,5,0,19,23,0,8,1,23,9,0,1
03/02/2022,153,3,10,46,32,26,21,16,5,3,4,0,83,69,1,23,8,19,56,12,35,0,0,0,0,0,0,0,3,0,1,2,0,1,0,1,1,0,0,0,3,0,0,0,2,3,2,0,3,7,0,3,0,1,6,0,0
07/03/2022,450,1,34,51,102,89,63,54,40,33,18,0,267,182,1,92,30,108,141,18,61,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4,3,1,2,6,10,8,0,19,15,0,7,3,16,8,0,0
06/24/2022,823,1,36,110,187,148,127,101,74,47,29,0,456,365,2,192,55,175,237,41,123,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,3,2,4,5,7,9,0,24,12,0,10,2,13,10,1,0
04/29/2020,1151,44,158,54,208,230,219,201,118,62,59,0,547,603,1,634,20,199,144,36,118,0,1,1,4,4,5,9,20,0,21,23,0,16,3,13,12,0,0,0,12,10,23,27,33,21,32,0,77,81,0,59,4,48,35,10,2
04/03/2022,215,1,8,51,33,63,29,17,14,4,4,0,129,86,0,28,21,24,96,20,26,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,3,0,3,5,0,2,0,2,4,0,0
06/10/2022,830,0,25,162,194,161,106,90,69,28,20,0,464,359,7,184,62,196,209,55,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,1,5,3,7,0,16,9,0,6,1,11,6,1,0
05/25/2020,252,23,78,7,34,35,41,43,49,26,17,0,123,126,3,86,7,82,53,2,22,0,0,1,0,4,4,7,7,0,11,12,0,5,0,10,7,1,0,2,10,4,7,12,17,11,15,0,37,41,0,29,2,36,8,1,2
04/03/2023,202,0,23,25,38,27,27,23,27,25,10,0,120,81,1,50,14,46,53,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,3,6,3,0,12,11,0,5,0,12,5,0,1
06/20/2020,125,10,20,18,32,18,21,19,5,9,3,0,65,60,0,71,1,17,19,4,13,0,0,1,0,2,2,1,4,0,3,7,0,8,0,1,1,0,0,3,3,3,1,3,3,1,3,0,11,9,0,11,0,6,2,1,0
10/03/2020,227,3,30,26,57,46,35,28,20,9,6,0,121,106,0,75,7,36,74,9,26,0,0,0,0,1,1,0,1,0,1,2,0,2,0,1,0,0,0,0,2,5,2,4,10,4,3,0,15,15,0,12,0,12,5,0,1
03/26/2020,413,2,130,2,65,74,78,96,53,36,9,0,181,232,0,82,14,200,96,11,10,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,7,11,23,25,26,27,11,0,57,73,0,26,1,81,19,3,0
02/15/2021,258,7,21,35,63,59,35,29,21,13,3,0,128,130,0,70,16,49,87,12,24,0,0,0,0,1,1,3,2,0,4,3,0,1,0,3,3,0,0,0,0,4,2,2,7,4,2,0,8,13,0,2,1,12,5,0,1
06/10/2021,39,2,17,7,6,8,6,2,7,1,2,0,17,22,0,7,1,21,6,2,2,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,0,1,2,2,4,3,3,0,2,0,10,7,0,2,0,6,7,2,0
11/25/2021,188,3,46,26,42,43,23,25,15,8,6,0,93,94,1,35,8,55,51,11,28,0,0,0,0,0,1,1,1,0,2,1,0,0,0,2,1,0,0,1,8,5,3,9,10,4,6,0,22,24,0,10,1,25,10,0,0
12/02/2021,1058,8,63,230,245,213,135,116,70,30,19,0,571,484,3,188,23,265,307,103,172,0,0,0,0,0,4,3,1,0,4,4,0,2,0,6,0,0,0,0,9,6,7,8,11,13,9,0,39,24,0,14,0,32,15,1,1
03/15/2023,294,1,19,90,49,45,41,32,22,13,2,0,163,130,1,79,7,102,80,10,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,2,2,2,3,1,4,3,0,11,8,0,6,0,11,2,0,0
11/02/2021,490,4,26,131,94,111,54,43,29,18,10,0,262,226,2,80,11,117,161,47,74,0,0,0,0,2,1,1,0,0,2,2,0,1,1,2,0,0,0,0,1,1,3,1,8,7,5,0,16,10,0,9,1,11,5,0,0
08/12/2021,592,2,29,60,173,180,79,49,26,19,6,0,287,305,0,114,24,130,222,24,78,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,4,4,3,9,1,3,5,0,13,16,0,4,0,13,9,2,1
04/09/2023,97,0,17,15,16,17,8,12,18,8,3,0,60,37,0,19,10,35,24,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,7,4,1,0,9,8,0,1,0,14,2,0,0
